"x","y"
85200.2665732611,598754.75057896
88951.7871428633,599204.176478349
92965.0365428487,598002.54911183
101076.965743232,598876.332509452
115647.181686442,603225.829748606
121989.123388389,602909.794617585
130781.131614003,599581.530906688
137464.037639567,599240.12845884
142929.449661229,590791.890292608
145387.202547185,577838.903300236
152132.735703441,564802.016336006
161307.938835799,553293.659473781
161343.95560938,546556.334466584
157648.926802348,543137.942898154
150069.389123114,539058.677444966
149835.981704586,534268.313780877
154813.342607185,536419.030253195
159052.454190952,537307.335434311
169058.046813775,535712.505223928
172332.191068791,530663.441517746
174405.46300899,523249.131066076
175387.898603546,517196.477139625
174193.04469375,510729.098937553
171574.710538958,512928.080188468
169105.690389849,518893.743279433
166176.081014672,521732.858542691
162687.200091113,523367.466013527
163888.508735289,515290.797246292
162694.131070948,504633.060342838
164204.502775852,503542.253423476
169004.203853829,503112.048981739
165263.944978541,492327.688597181
158517.057640943,489699.818003566
150764.997197646,488997.861603429
148698.942456987,485222.481720364
147027.175816857,480304.342925094
142587.23561144,473078.716062539
137034.295128208,469176.248202897
130509.781550532,470401.723746344
124266.378512589,474098.544186984
126798.618595276,470020.43196304
127791.039813848,465914.614185804
122873.256067739,464686.578455657
117883.923962228,465816.028961746
115262.531013677,463317.688787204
114788.887969621,458225.254695292
116094.341198797,451547.37103353
119193.372887227,446679.531577578
121269.404753017,436008.491267101
122829.633419894,424220.646745867
125922.307306297,416974.607246405
126135.052279246,408193.235389493
125367.490694741,403929.6356782
125561.385919426,396173.512020353
123903.823755979,393541.143385479
124610.208355063,386229.096553512
127913.732158096,370991.715231663
129261.325143207,362534.321130172
129415.253183925,344229.050147141
126065.207676042,337562.451600738
121710.642656484,331303.675469563
118659.442254706,323768.47018181
116158.523297095,315586.871631812
114156.996730344,302278.945457073
104525.467967697,287110.092837655
100579.967344951,283438.005725799
96129.4992059856,281303.292927392
104879.579312924,269762.368874502
96874.3547255764,265339.369113089
88367.7251676441,264321.09126499
79240.4139104694,267662.261535347
73421.4736338266,267705.6833884
67892.8384445817,264509.525378464
65662.7416313015,262501.222742737
64064.5100293361,263650.650208039
61188.9584535672,272885.552504518
57988.5724141244,263772.666717233
52415.7348620262,261189.515190103
43270.4390282893,262472.752259703
27727.4255810067,261129.931971337
21614.831695118,258930.546155047
18841.20201492,254979.598444611
16646.3281479778,250335.626351741
14023.90011703,247695.388363366
11188.5725901689,246420.852903103
-993.093921470921,243839.254615541
-3453.57723327575,242618.48399852
-9602.50538169895,235344.644328576
-17217.7341036948,231480.355153329
-23333.223914925,230645.183425958
-28279.0355895359,235595.031730467
-30235.8292981014,238483.974149884
-32587.1645056256,240069.604863617
-40779.5481475783,240573.828582596
-38321.1719440972,238958.199442253
-36930.5887163842,235639.564546328
-36651.7555299176,229489.761005791
-38104.1400324726,223611.38581947
-42417.7024391883,220940.727485196
-47298.1076106642,220810.389003444
-55478.6404542863,215313.95231669
-65733.0748614647,214552.706362205
-71721.6581684101,209368.021048332
-106096.695395013,202986.674491314
-108006.136724877,203063.401118768
-112378.883118857,205980.320887869
-117275.632216127,207575.352420927
-122337.747434216,207324.728661738
-136926.370181036,203420.147939492
-143606.913239089,205214.647957281
-133528.804494592,217647.890018221
-121219.745880715,223171.631843808
NA,NA
943345.135894519,429089.962260969
952174.346658056,433935.740712641
949310.754160454,434077.014337656
941435.318916541,430773.727113929
941005.255300462,429621.056767751
943345.135894519,429089.962260969
NA,NA
911277.930253933,425107.064567477
907798.302690493,423957.071453274
908668.394727557,422746.548134002
913234.085477302,421866.428218523
926100.004374155,425108.371883909
925952.509657569,425782.950165695
922388.422681313,426520.724395297
911277.930253933,425107.064567477
NA,NA
867974.879051262,402306.792766358
860743.037675123,394429.318850712
861922.557445004,393236.138057509
873420.557316068,402601.870510529
867974.879051262,402306.792766358
NA,NA
892368.484659502,418383.223758939
877907.033670401,412448.123763197
880877.548239318,411178.312057025
886969.566695598,412695.521869883
903389.35898089,420293.541662772
901655.230591874,420722.202341376
892368.484659502,418383.223758939
NA,NA
353278.697339945,-47832.2493481969
353778.933784204,-49758.3543335992
360403.951788717,-52280.6162623709
362995.953923287,-44980.7969390449
362382.667092865,-43668.2387842795
360841.575847392,-43624.7872773379
353278.697339945,-47832.2493481969
NA,NA
384052.961257344,-70451.0075162637
382906.28063712,-80452.0865918368
388023.086668922,-79238.8656735823
393463.415192628,-79248.1082216777
396176.847605346,-81204.9070143418
399373.314682687,-79984.8913841863
398737.73290007,-74377.2915613351
394112.110619848,-71692.5714707824
384052.961257344,-70451.0075162637
NA,NA
242701.414602308,479307.598610765
244142.539415365,483717.530324353
247842.66413298,488460.200052508
245753.071644809,502282.066626457
244600.444642668,503473.958010374
242724.905570499,504011.259559369
237157.528048073,500812.830992323
229808.115553432,488854.134405721
224167.427962312,484383.695794783
220656.657992159,472699.879026958
217855.866591123,467712.915199214
219120.931297939,467260.742092744
223730.146534359,468420.692781914
228988.765504949,465688.767499648
242701.414602308,479307.598610765
NA,NA
120077.467343952,761498.925020532
113526.290149852,754388.748224805
113670.626916435,752797.482383874
117199.367707916,753180.264133319
122262.136725552,757487.973366501
125389.976756422,761654.560427771
124069.190714026,762477.332775888
120077.467343952,761498.925020532
NA,NA
204351.373788243,635523.323887719
201329.35334554,646005.845420537
199878.114053665,648766.411917771
195856.754585451,651848.882657741
191639.806066162,651183.38676328
189808.181095147,649213.825228069
188102.692173137,646645.417231635
186463.042930692,641308.858327754
189580.906716089,625850.469730672
192892.24489593,622982.25490682
195726.95833889,621886.095379549
203701.141551401,621604.139548363
204602.678564353,626635.947678733
204351.373788243,635523.323887719
NA,NA
164153.760025846,743317.577120858
157429.022051577,745033.842657209
152826.680296195,753702.943638675
148579.985037038,757954.548767008
146430.49605326,758552.542366806
143700.836511006,757950.012330483
137097.713879916,754886.621000082
135784.774766002,753508.25349991
134755.474572834,750297.264085577
135189.046257844,748340.465074216
145325.266028753,740849.041785569
141589.261701833,726149.76829935
134452.204393742,724612.129158815
132636.109303171,722693.130458175
133211.91235593,719610.185006763
141665.208767151,718537.790763047
166637.993653102,723298.236099184
168581.799659061,739515.482842441
164153.760025846,743317.577120858
NA,NA
142201.604900063,678536.954552068
136609.265722544,675976.002110073
130304.104090239,670997.322274825
128369.643793839,673042.364296713
126426.96415281,672897.905749913
123918.514113954,671193.382294377
121753.159984249,668846.642747749
120480.150302995,666235.928641732
119971.988811364,661886.166439789
117727.203259615,655621.145100003
117894.021504299,654018.589962425
120417.651666946,654629.575484467
128317.879194608,661954.70670965
130374.524034537,662523.886017457
131279.339503248,661563.055330165
129994.927962557,656716.261727125
131606.474596701,650136.924831151
128914.786063424,644592.441738153
128965.641407635,643226.86737005
132234.366284243,643057.728672722
142936.547539337,648025.667043703
145260.630666299,652105.833297601
145293.755194603,655138.429194925
143608.23322264,664123.686155902
142201.604900063,678536.954552068
NA,NA
154780.402487464,690599.150798181
152428.061192193,686179.856937969
152495.66857915,684808.594989063
156034.718015092,682661.73928775
147637.549457313,677665.058504695
145509.96447943,674161.53685554
145291.493291315,669102.094231488
145777.358135245,666311.293953664
146849.373651888,664450.627219408
150001.193688619,663935.257862165
151375.572199111,665054.613732133
163366.638997449,685694.675019602
168535.867612863,698010.235724313
166240.997182655,698330.975971991
163849.770783112,697176.781410303
154780.402487464,690599.150798181
NA,NA
449570.657335115,1204462.53367495
445794.9965148,1191456.33592403
451302.5795756,1180211.41180971
452675.803929057,1181520.20838722
453104.935704825,1183343.1809455
452954.231652626,1190330.43466181
452105.018138893,1196333.93994082
452310.060188097,1197294.23345828
454748.286477907,1197607.88891589
455175.502789839,1200736.64564835
454361.445156875,1204118.45381626
449570.657335115,1204462.53367495
NA,NA
442103.634671653,1178200.13600541
439286.500046171,1176134.41159131
438065.598984803,1183969.66578588
438333.645196366,1191788.21041271
434923.004583016,1191965.73609472
432182.968619768,1190732.86877404
427644.571232563,1183021.29771699
424663.204050501,1181618.39124727
423628.938657498,1179049.92932325
424899.88199214,1177595.42981389
430368.088471843,1176217.51516875
434632.771065077,1161146.96936114
428050.987067872,1156587.43338628
423500.845016635,1157213.46584099
418694.820504573,1155418.33618673
418911.664346773,1153162.52848567
419961.942327156,1150329.26761493
421535.314313898,1149484.32757061
426875.558298322,1149731.61294109
427851.578626563,1148711.02332965
427999.591118853,1145617.68871308
428870.49041157,1143329.41491938
432874.996392263,1145157.72459328
437658.473585681,1145078.55537379
439468.528961964,1141208.96316999
440334.559578749,1136894.68542702
439125.483190783,1128549.84942881
436125.814032573,1114183.78515986
439318.133679329,1110599.69634714
440185.642004575,1111528.0527511
442232.053519158,1120942.94063274
444752.164117929,1124910.04846703
445722.954444024,1136876.06137367
446460.205719437,1138038.29649153
447103.4211075,1143958.39944969
448119.288188331,1147272.93142673
451613.919627768,1166770.30940496
452242.735212291,1173784.86335232
448677.079420049,1170743.85988467
446485.369950405,1170726.06457444
442103.634671653,1178200.13600541
NA,NA
464254.672247042,1200653.52903482
464153.216987935,1204241.95451879
466807.320334654,1213685.0719004
466786.112520542,1214963.06297812
465248.756309522,1217083.44403363
464071.462303979,1217132.86053469
461865.232658262,1214189.1441566
460406.219200731,1215290.2345609
459088.279145704,1214658.97280496
458474.894938668,1213169.30861635
457993.644053287,1207422.69320808
458944.489966058,1202047.55477998
459680.557248013,1200917.38781302
464254.672247042,1200653.52903482
NA,NA
326824.777973497,1002692.09859096
321930.698108324,1004316.53728289
319760.883262889,1003316.95336413
319344.448052836,1000225.57828105
321188.072704714,995504.750816615
326165.793408526,988967.214994426
329441.054475383,988797.295680922
332772.280958892,990211.67800458
333155.485229722,990988.122953625
330113.683001427,992417.827797163
329532.343976618,993798.840492465
329277.689819757,997289.456797177
326824.777973497,1002692.09859096
NA,NA
246240.460245944,393656.33071829
236505.17213762,394210.785340415
229320.798712987,390810.138929055
229793.480295688,376758.689678967
234888.629114557,367216.534350191
238444.762253798,367279.808579801
241343.397679583,362300.503111783
247795.354076616,366347.563639199
253179.240518826,371261.833115157
261081.006234275,376172.796272482
263541.559633808,380716.505580799
256501.674213321,380597.573121368
253773.978790223,382751.841674783
246240.460245944,393656.33071829
NA,NA
369597.009118764,1046535.24443871
365711.53814772,1044915.40811501
362316.394663057,1038362.53659041
368776.69527363,1038434.35568824
375598.65532454,1042805.02951099
376919.26110468,1045749.34187451
369597.009118764,1046535.24443871
NA,NA
340304.853534767,993258.279647672
343666.355125717,985888.450962721
345745.183748194,983819.596719956
346303.764013834,984143.507974072
347335.759678595,990589.314087679
348339.600591784,993691.561826649
345767.070618232,994629.542094965
340304.853534767,993258.279647672
NA,NA
353083.031552396,1010813.99397969
349255.772525165,1011156.38339623
342962.100702346,1013588.62984153
338594.129917617,1013590.88338667
339400.476027846,1016324.30767241
341595.038684638,1019411.66527379
341671.050556047,1021455.23668602
339883.643107115,1024044.32810653
333919.552781269,1028297.84070315
328665.97319788,1029240.93593668
325103.697637905,1027846.24359325
322868.434928531,1020559.30347567
322369.323858895,1015418.90077042
322678.696721947,1011844.85138394
323531.083918836,1010103.71032834
325092.124433123,1009648.71703076
328735.920713653,1013174.16390145
329251.030590095,1012044.3011609
329192.171644486,1008243.91911752
329691.701089035,1006369.37039475
330963.001303808,1004845.33873828
332918.772734174,1004120.05729154
342843.956576281,1006216.46318003
350316.124986475,1000674.79138629
352483.950494558,1000951.91940866
354415.46326283,1002451.08403569
356238.345762496,1007872.96359215
353083.031552396,1010813.99397969
NA,NA
154949.992494298,1340084.95659978
148469.227578857,1344312.75330925
145862.066215903,1345440.01213939
143570.375870183,1345098.85924835
144353.660120853,1340918.15678866
145477.840547533,1338432.00892302
149206.072585959,1335311.93536813
153781.28052498,1329761.37829212
155221.577218057,1329619.81272927
156551.395841782,1333732.44586033
156577.247725953,1336049.94995455
154949.992494298,1340084.95659978
NA,NA
149829.103519954,1299565.66564627
148161.34468319,1304205.83029883
148461.398478527,1307999.08163729
147016.221107129,1309654.92359132
141255.429259071,1312140.68002722
140205.696309451,1315353.37839368
138703.549613437,1315860.25763965
138735.720538535,1312347.30510441
140342.802044427,1304604.67277397
145912.657148451,1294966.00870432
149226.049077552,1290860.69888241
150442.632588842,1290396.45865693
149632.339337289,1293843.93580415
149829.103519954,1299565.66564627
NA,NA
119273.264307879,1366675.99280283
125486.611680243,1362958.19479459
129373.648992287,1361961.88143445
132700.386961938,1362456.304916
135623.537292684,1365180.76826143
134197.757294125,1368345.61092313
129868.877565361,1373026.5815891
127456.547482827,1374553.92731105
122065.825712224,1373590.92557181
117616.252670061,1374141.70064784
119273.264307879,1366675.99280283
NA,NA
138493.356891808,1367277.99758241
148153.087549739,1353512.36599308
152364.16857415,1350298.41653652
153031.968331466,1351668.86902001
152817.797528239,1354615.50068675
149016.734499376,1364961.0309234
147669.957767304,1366737.40211706
147721.086817516,1369403.13116659
148775.372754224,1371540.76517874
151551.041829751,1370483.27574766
155022.78145814,1366075.39848884
157134.249733561,1365840.89506108
159494.17268802,1380680.0920849
150852.987422634,1385568.68631654
143252.226569667,1391766.86850583
131935.588707278,1389225.41075504
138493.356891808,1367277.99758241
NA,NA
345169.829983582,1043493.04216097
350963.047063481,1040346.61016103
351417.365280404,1033173.5016488
353482.167865906,1030858.3320116
358420.891928928,1033569.00433043
359001.498239882,1037206.02432309
358397.152006443,1038022.83571046
353600.737914604,1039644.56316935
351011.668646795,1044968.31711138
344617.827493349,1051604.05933325
340801.463850121,1050182.6606617
340225.573611855,1049082.28546417
342365.864261297,1045438.03883326
345169.829983582,1043493.04216097
NA,NA
168372.78547322,1375433.98986181
171403.973199157,1383284.92976552
168186.815894054,1387221.75855387
164464.402590494,1394608.66040449
163987.621123865,1385976.34536316
163182.298503051,1380041.23346034
163830.260400999,1377883.71393491
164779.065068365,1376949.49911829
168372.78547322,1375433.98986181
NA,NA
111951.974086072,892224.851237912
115351.005683351,892096.534046685
122713.34190793,900907.425150093
129165.66617467,903851.540182204
138791.239006863,912135.783437919
140279.441527588,914279.327782189
140475.584168347,918121.429440683
138639.804526181,920030.351482955
131695.492119053,920602.934465765
140012.803380553,925420.065391908
142897.697426687,930100.705989556
145850.626880755,930389.580642455
154528.922046325,949312.771777264
155287.540894811,957284.243374587
154193.04916594,963338.544161254
153243.002478236,964973.954754925
149651.599122968,963392.416770205
134488.9441921,952836.460006427
122438.778841938,946796.913687781
120280.617945071,944702.179307039
119480.898269672,942789.627776718
122497.361231601,932931.153463827
122330.485067012,932031.881560872
117344.224805392,933132.843355251
112896.022337441,931942.230070083
109464.940824677,936116.466470755
105890.597393408,937614.615562551
104878.330983213,936975.283219453
103737.410853046,934741.272044577
101207.946403424,932765.045693706
100230.633326868,927932.243073914
100288.964361188,923130.245066472
100832.89187925,921260.780758488
103054.220228244,920346.213388751
104165.680311272,918304.019466414
105991.761037288,917688.18598515
101795.988981846,914366.21890593
101367.2942331,912744.729121484
104352.267349413,909362.130575045
112187.269664846,904090.783009841
112545.68846503,903022.874265752
107138.849559214,900076.42836976
106204.657164946,896931.015951806
98224.9459811727,891810.764446958
101963.80888788,885719.224793495
103654.143668551,884279.072103578
105209.823927157,884170.108654405
108166.592443765,886562.355427287
111951.974086072,892224.851237912
NA,NA
131057.702666967,800603.339833109
133706.574512917,795182.187055465
135845.40412517,793191.889378227
138106.179211568,792770.476035879
139999.864561331,794090.279029063
141266.66528291,796305.676751571
141390.831229127,799006.842686191
140515.604008661,801503.546625656
137974.395681066,803800.633681731
131057.702666967,800603.339833109
NA,NA
136880.432027797,824743.31636236
139026.378454039,820697.693474486
142315.000684643,818462.358988329
148541.630285615,817831.460767275
156419.542937926,819487.76614354
156625.766021574,802817.871136104
158239.922723541,801884.00735265
160562.205865699,801830.554167888
162813.797230218,803651.202278184
170505.096013038,812575.542985871
176817.020290395,818018.723389646
178650.359988637,821095.07671104
178575.38573295,823975.069863125
176651.65644555,825893.26363756
166114.767162216,825843.580654796
154960.030072755,828762.246384144
153529.044553252,830875.38709791
151077.536436628,832424.410053922
151027.303908228,836825.61255111
150024.164420501,843045.60221355
151435.038702131,848758.224473207
151820.195822823,853667.087389634
151091.992584408,862677.464500772
146722.443809259,870307.345985053
143350.079912951,872837.202496116
140232.332221494,872458.895321248
138533.514283119,865481.064602386
124003.88491241,861909.215999494
124018.872764273,860795.64726913
125677.343647703,857100.105465346
125604.86963368,855594.420663786
124113.144621972,853857.714462406
121801.001277331,853115.586242745
118265.291018584,854826.504816316
115073.380636877,850936.461937189
114441.014783076,849131.686233207
115396.696728601,845721.068853885
118968.652142187,839937.194026581
132709.659503981,835061.200098206
136880.432027797,824743.31636236
NA,NA
89861.4634131705,877825.261835825
85734.2835359373,875295.479698362
82587.4734633395,876175.332742546
78436.1872559625,874500.510302089
75667.6942941045,875972.705344863
73829.9277647618,875689.584366787
71949.9887541494,874029.011060673
70798.5651209513,871834.516402455
70724.9062329661,870284.049927792
81712.6971060038,861776.316612591
89953.6563273231,861088.071039535
96104.7735981737,871056.749067089
89861.4634131705,877825.261835825
NA,NA
81854.127064648,844988.776439781
74980.1193146562,845242.006954304
74459.5380783462,836045.008342193
72923.8622322054,828435.966454392
72982.7470434345,824270.685038894
74518.6759689362,817274.759455364
76442.514451411,815386.906937724
79743.5143778046,814528.280171098
82342.1220080995,814949.241361074
82575.4607362243,816164.857569913
83506.6629130596,843528.101360821
81854.127064648,844988.776439781
NA,NA
-132854.770260904,487302.157843602
-135402.460157649,488914.999886254
-141444.065083038,485208.000570885
-128366.885857891,481671.005036205
-126524.582924739,477027.183899037
-122127.800077242,472518.254409319
-121479.883411006,475676.089622529
-121077.035428966,483941.203504872
-123502.17652588,486015.489276915
-132854.770260904,487302.157843602
NA,NA
64854.3800013945,804196.341058272
63329.4677642225,800470.261892602
63553.0239220851,799037.688934714
65460.579199775,797982.088783767
70918.5770950227,799084.456935533
72166.9926733592,800989.100961972
71845.432054129,802909.138022865
69053.5929549339,805217.512823533
64854.3800013945,804196.341058272
NA,NA
1150600.30290707,638580.850974942
1150135.05199032,637463.357947983
1155267.72713534,620844.373252111
1161661.24537201,620876.422777666
1165511.25692709,618792.78135558
1168131.48022257,619899.413948543
NA,NA
1166081.27940813,631684.08186311
1165976.81267131,631843.772007358
1153918.27191299,637922.555311825
1150600.30290707,638580.850974942
NA,NA
1066473.10158058,623478.979430511
1063477.15012985,623408.223706672
1059001.04386727,605720.358277309
1060615.58086363,589989.069826692
1061763.50748711,592407.081945939
1063297.64340475,599495.245241696
1079163.20853168,603904.998851013
1080566.03339086,607105.31184114
1064507.97419059,605586.716160671
1063464.24513866,608772.372551005
1063745.18751047,615250.147632046
1064141.34248304,618530.463651961
1066473.10158058,623478.979430511
NA,NA
447389.345926114,-427723.033692901
447389.100038488,-429659.990043832
449007.18240518,-436901.416287321
455929.24045481,-444682.797032852
461191.698467667,-453580.031150347
463830.593360906,-443836.047925654
455452.862795257,-432956.785849118
447389.345926114,-427723.033692901
NA,NA
448552.972388459,97325.400553231
443439.156972391,92838.5787012975
434298.472025136,89409.6055692359
430950.574698421,85251.2098446829
434347.009161629,85679.5602150792
449203.46760387,76762.1430929729
453084.803947732,76832.4533489193
456991.921908814,78029.9620197395
458406.251762978,79826.5968457772
460226.960785779,84348.8577808595
466101.425290509,88258.9102823334
460487.868975355,93138.1666463936
448552.972388459,97325.400553231
NA,NA
851177.872516782,376154.254183828
849705.293463639,369823.886422051
851053.401920317,368112.996779619
855303.274683756,366294.382054573
861176.32714728,374800.642309591
859988.213731655,387303.155864622
851177.872516782,376154.254183828
NA,NA
1269333.10209042,-925648.623512009
1267082.63452095,-923631.675259756
1262939.64703583,-926693.849905304
1260184.77574807,-934672.431488349
1259082.89485419,-938619.799407261
1263094.14719498,-938519.509393841
1265295.58041632,-933101.338370202
1267763.07795138,-930222.769586062
1269333.10209042,-925648.623512009
NA,NA
916913.760589773,-1073849.18585078
899440.997337966,-1076368.52991884
898951.832966374,-1079364.517926
899076.804194017,-1083425.93535171
NA,NA
933865.909217615,-1081057.04323134
931466.772121927,-1077611.01882635
916913.760589773,-1073849.18585078
NA,NA
810713.485581085,221291.188927939
799613.24050473,221175.918831493
793516.404451113,218822.275900577
793722.182989905,216628.025809907
796264.013740605,213285.512173709
802146.615638821,215515.39725222
811862.551931785,208815.968461021
820242.076692628,211938.04272935
819549.314861168,213971.933063873
817951.698221476,215788.581518229
810713.485581085,221291.188927939
NA,NA
1075143.21798475,591398.414135647
1072517.0426587,590675.281855258
1069597.75672582,588114.274955546
1068898.33443192,585230.587151402
1072704.37781514,583194.549061187
1078849.19358893,583797.993102411
1080932.87516266,586889.965137881
1079399.54360879,590735.425479393
1075143.21798475,591398.414135647
NA,NA
978438.187760448,450019.840149176
973037.567733569,447122.306476842
971651.34050155,443974.156941743
977720.797341817,445094.199384275
981488.834940843,450399.105334443
978438.187760448,450019.840149176
NA,NA
768490.915722526,1276239.62981188
766680.236370672,1274296.27396523
766426.349143206,1263555.44984962
770373.300565085,1262758.89020615
774984.718858305,1264667.3550301
775010.007339701,1271815.21466096
771307.219487721,1277156.84340235
768490.915722526,1276239.62981188
NA,NA
904354.022032157,1535582.28539169
905739.515762723,1539064.13355849
904356.643837999,1546194.03966808
900570.000206875,1550055.81264784
894259.903589977,1546684.13529696
888230.983133158,1541686.75818528
889284.651322841,1538586.44773414
893461.460171217,1535534.97813974
899502.406713815,1534736.2394453
904354.022032157,1535582.28539169
NA,NA
916591.665412005,1574890.02599879
931369.893869512,1581494.69569921
932329.638419934,1584212.39945565
931195.020446408,1589175.22329182
928398.759680006,1592463.73948096
926938.477588459,1591838.39780046
926249.045958873,1588658.92129428
914454.826824725,1581867.51719218
907231.854299858,1575621.41068692
911016.862093337,1573706.29114287
916591.665412005,1574890.02599879
NA,NA
784743.482736815,1171308.79680062
787565.867876858,1166496.82352189
792759.823646074,1166045.3744521
791159.47700355,1179205.7910792
788226.847931246,1188024.93186819
784209.4306635,1194674.17978178
782435.347293498,1193948.46495965
781360.115878941,1189884.51243734
783329.888353058,1182138.1517183
783739.46162748,1174467.73524751
784743.482736815,1171308.79680062
NA,NA
982960.017691706,1632360.23689342
981865.847512655,1622231.12376272
979570.607843086,1614517.49472382
973079.927560117,1607276.10736921
969976.911702649,1598728.79177017
969458.994595386,1588546.87834526
971343.944393282,1585799.52451141
974028.257279855,1588383.24640158
979364.368619085,1589625.02512016
984242.240577673,1581088.89185147
988035.739786332,1577215.86918392
990698.737416425,1571518.63629302
994538.327693541,1571647.04593222
NA,NA
997119.306375043,1558073.58543306
996047.521208619,1558121.97008704
992181.198876279,1566910.84950596
989718.534592056,1567947.28667427
986142.5009416,1570933.25818393
977448.518160942,1580738.34448003
973120.576957406,1578233.48194636
969606.538227471,1574873.88441604
960246.064990705,1571437.30258178
954179.963121512,1557743.85189775
950558.288839048,1557572.77087997
949435.953759136,1561573.056509
952201.737501445,1569539.67825911
950576.685352038,1572363.96105412
935190.06136483,1575617.83465669
927355.318520586,1571642.31993021
922970.04890461,1568475.15277639
915425.926161725,1559738.07633188
914238.73620099,1555439.16293934
916479.485335091,1549732.86012259
921488.987493412,1548167.95806546
927064.301717627,1549316.7976662
930029.499412821,1545955.56980069
930680.015258269,1540423.71186817
928469.76036986,1536771.36836647
913634.215675165,1531295.62943325
910197.99660803,1525075.19162077
910204.736170675,1516586.04933339
915464.546674625,1508447.11968664
921355.850916051,1504871.76160185
937881.19450654,1489279.87030656
939216.169909591,1485611.36771826
921323.134492534,1496184.33327986
915798.363456547,1498688.11009448
908576.790565185,1508340.53041587
896181.762398285,1508864.59562086
890114.633559766,1506919.77207039
885934.935763048,1506884.53453354
881971.054415801,1505193.22077951
874059.483482676,1495405.18989071
855969.977824564,1485388.06268469
852963.660353295,1481897.37652328
852777.428717604,1478743.21057873
847095.134555483,1465203.74092881
845777.035350913,1457250.91292593
848366.832453392,1455354.15488455
860373.334357269,1460191.84677544
864368.941828486,1463375.53972204
871017.844685184,1464369.00170242
880108.083407609,1461114.40868121
